Customer ID,Recency,Frequency,Monetary,R,F,M,Segment
12386.0,338,18,660.8,2,1,2,Champions
12387.0,415,9,143.94,1,1,1,Champions
12388.0,16,146,3901.11,4,4,4,Loyal
12389.0,403,49,1433.33,1,2,3,Lost
12390.0,80,32,549.84,3,2,2,At Risk
12391.0,22,281,2773.42,4,4,4,Loyal
12392.0,591,7,234.75000000000003,1,1,1,Champions
12393.0,72,107,2399.4500000000003,3,3,4,Loyal
12394.0,64,27,1272.48,3,2,3,At Risk
12395.0,19,254,5067.27,4,4,4,Loyal
12396.0,674,65,931.43,1,3,3,Lost
12397.0,36,126,2409.9,3,3,4,Loyal
12398.0,46,85,1635.6599999999999,3,3,3,Lost
12399.0,119,110,1962.3,2,3,3,Lost
12400.0,414,11,205.25,1,1,1,Champions
12401.0,303,5,84.3,2,1,1,Champions
12402.0,323,70,1256.9,2,3,3,Lost
12403.0,50,9,1019.36,3,1,3,At Risk
12404.0,682,1,63.24,1,1,1,Champions
12405.0,149,54,1710.39,2,3,3,Lost
12406.0,22,166,6390.36,4,4,4,Loyal
12407.0,50,77,1708.1200000000001,3,3,3,Lost
12408.0,33,159,4340.7699999999995,3,4,4,Loyal
12409.0,79,264,23419.29,3,4,4,Loyal
12410.0,309,40,1013.71,2,2,3,Lost
12411.0,410,22,346.9,1,2,1,Champions
12412.0,75,127,2596.93,3,3,4,Loyal
12413.0,67,51,999.45,3,2,3,At Risk
12414.0,217,28,952.41,2,2,3,Lost
12415.0,24,928,144458.37,4,4,4,Loyal
12416.0,657,11,202.56,1,1,1,Champions
12417.0,3,371,6816.91,4,4,4,Loyal
12418.0,113,102,2021.2,2,3,3,Lost
12419.0,386,25,503.01,1,2,2,Champions
12420.0,64,29,600.39,3,2,2,At Risk
12421.0,16,65,1098.6,4,3,3,Loyal
12422.0,96,172,5231.8,3,4,4,Loyal
12423.0,1,165,2622.39,4,4,4,Loyal
12424.0,163,92,3340.03,2,3,4,Lost
12425.0,78,91,1741.41,3,3,3,Lost
12426.0,195,77,1345.21,2,3,3,Lost
12427.0,22,41,1129.3,4,2,3,At Risk
12428.0,26,294,7956.46,4,4,4,Loyal
12429.0,9,173,7485.91,4,4,4,Loyal
12430.0,43,11,256.4,3,1,1,At Risk
12431.0,36,406,10857.97,3,4,4,Loyal
12432.0,43,108,5059.32,3,3,4,Loyal
12433.0,1,706,20581.26,4,4,4,Loyal
12434.0,85,70,1103.43,3,3,3,Lost
12435.0,80,112,13925.93,3,3,4,Loyal
12436.0,100,16,509.01,2,1,2,Champions
12437.0,2,564,12683.4,4,4,4,Loyal
12438.0,14,98,2906.85,4,3,4,Loyal
12439.0,683,72,1158.18,1,3,3,Lost
12440.0,462,32,859.2,1,2,2,Champions
12441.0,367,22,347.1,2,2,1,Champions
12442.0,3,12,172.06,4,1,1,At Risk
12443.0,732,21,485.31,1,1,2,Champions
12444.0,21,177,5005.46,4,4,4,Loyal
12445.0,22,24,434.98,4,2,2,At Risk
12446.0,58,58,1002.3100000000001,3,3,3,Lost
12447.0,243,26,476.49,2,2,2,Champions
12448.0,44,22,449.45,3,2,2,At Risk
12449.0,22,201,4835.89,4,4,4,Loyal
12450.0,156,37,688.2,2,2,2,Champions
12451.0,11,511,12669.88,4,4,4,Loyal
12452.0,17,22,430.57,4,2,2,At Risk
12453.0,134,43,707.09,2,2,2,Champions
12454.0,56,40,16679.78,3,2,4,Lost
12455.0,73,227,5879.95,3,4,4,Loyal
12456.0,44,125,3181.04,3,3,4,Loyal
12457.0,66,85,2995.91,3,3,4,Loyal
12458.0,71,84,1777.49,3,3,3,Lost
12459.0,605,23,454.36,1,2,2,Champions
12460.0,456,18,326.65,1,1,1,Champions
12461.0,94,35,826.88,3,2,2,At Risk
12462.0,19,62,1189.59,4,3,3,Loyal
12463.0,53,83,1344.78,3,3,3,Lost
12464.0,10,29,1212.05,4,2,3,At Risk
12465.0,17,47,742.1899999999999,4,2,2,At Risk
12466.0,682,1,56.73,1,1,1,Champions
12467.0,423,9,132.8,1,1,1,Champions
12468.0,188,150,3670.74,2,4,4,Lost
12469.0,523,76,3070.54,1,3,4,Lost
12470.0,690,23,211.95,1,2,1,Champions
12471.0,2,1138,39963.79,4,4,4,Loyal
12472.0,32,911,17880.59,3,4,4,Loyal
12473.0,29,168,3938.5499999999997,3,4,4,Loyal
12474.0,17,710,12424.45,4,4,4,Loyal
12475.0,54,61,1149.64,3,3,3,Lost
12476.0,16,516,14115.41,4,4,4,Loyal
12477.0,23,564,20276.37,4,4,4,Loyal
12478.0,4,36,680.99,4,2,2,At Risk
12479.0,11,31,527.2,4,2,2,At Risk
12480.0,28,242,5464.85,3,4,4,Loyal
12481.0,23,391,12361.39,4,4,4,Loyal
12482.0,576,204,23691.4,1,4,4,Lost
12483.0,17,139,5120.58,4,3,4,Loyal
12484.0,33,475,6370.15,3,4,4,Loyal
12485.0,529,34,708.1,1,2,2,Champions
12486.0,432,49,1037.28,1,2,3,Lost
12487.0,731,2,285.29999999999995,1,1,1,Champions
12488.0,10,55,1298.66,4,3,3,Loyal
12489.0,336,15,334.93,2,1,1,Champions
12490.0,5,462,9823.64,4,4,4,Loyal
12491.0,39,26,460.40000000000003,3,2,2,At Risk
12492.0,63,42,715.21,3,2,2,At Risk
12493.0,166,22,433.74,2,2,2,Champions
12494.0,16,111,1872.8700000000001,4,3,3,Loyal
12495.0,641,17,357.4,1,1,2,Champions
12496.0,620,13,54.09,1,1,1,Champions
12497.0,82,57,6248.5,3,3,4,Loyal
12498.0,21,23,403.70000000000005,4,2,2,At Risk
12499.0,560,27,393.72,1,2,2,Champions
12500.0,23,146,5955.21,4,4,4,Loyal
12501.0,337,149,2169.39,2,4,3,Lost
12502.0,96,147,3723.87,3,4,4,Loyal
12503.0,584,2,1126.0,1,1,3,Champions
12504.0,18,20,779.05,4,1,2,At Risk
12505.0,409,42,955.2,1,2,3,Lost
12506.0,233,23,73.5,2,2,1,Champions
12507.0,134,50,1844.06,2,2,3,Lost
12508.0,26,69,398.27,4,3,2,At Risk
12509.0,284,7,176.5,2,1,1,Champions
12510.0,143,145,5178.02,2,4,4,Lost
12511.0,429,190,3084.02,1,4,4,Lost
12512.0,66,34,138.03,3,2,1,At Risk
12513.0,113,35,612.29,2,2,2,Champions
12514.0,267,84,1597.76,2,3,3,Lost
12515.0,353,16,383.7,2,1,2,Champions
12516.0,78,74,2648.62,3,3,4,Loyal
12517.0,28,284,2502.84,3,4,4,Loyal
12518.0,1,124,2056.89,4,3,3,Loyal
12519.0,64,40,726.54,3,2,2,At Risk
12520.0,79,152,2634.26,3,4,4,Loyal
12521.0,143,38,599.68,2,2,2,Champions
12522.0,39,12,192.72,3,1,1,At Risk
12523.0,19,250,4372.15,4,4,4,Loyal
12524.0,9,240,11126.11,4,4,4,Loyal
12525.0,498,60,973.73,1,3,3,Lost
12526.0,1,71,1316.66,4,3,3,Loyal
12527.0,82,32,735.51,3,2,2,At Risk
12528.0,9,92,1933.48,4,3,3,Loyal
12529.0,528,21,316.48,1,1,1,Champions
12530.0,60,158,3759.26,3,4,4,Loyal
12531.0,15,127,1933.2,4,3,3,Loyal
12532.0,30,16,349.83000000000004,3,1,2,At Risk
12533.0,628,72,1367.89,1,3,3,Lost
12534.0,131,63,1089.18,2,3,3,Lost
12535.0,92,34,716.35,3,2,2,At Risk
12536.0,43,261,12601.830000000002,3,4,4,Loyal
12537.0,409,43,732.94,1,2,2,Champions
12538.0,29,34,640.45,3,2,2,At Risk
12539.0,22,504,11214.75,4,4,4,Loyal
12540.0,20,771,22254.49,4,4,4,Loyal
12541.0,30,52,981.18,3,2,3,At Risk
12542.0,484,39,481.88,1,2,2,Champions
12543.0,448,43,980.25,1,2,3,Lost
12544.0,36,19,372.7,3,1,2,At Risk
12545.0,75,50,1000.39,3,2,3,At Risk
12546.0,47,69,1161.5,3,3,3,Lost
12547.0,198,21,383.58,2,1,2,Champions
12548.0,166,5,95.19999999999999,2,1,1,Champions
12549.0,576,49,1575.68,1,2,3,Lost
12550.0,79,57,964.83,3,3,3,Lost
12551.0,358,10,168.0,2,1,1,Champions
12552.0,39,20,437.82,3,1,2,At Risk
12553.0,8,238,4608.75,4,4,4,Loyal
12554.0,449,26,468.5,1,2,2,Champions
12555.0,682,1,129.23,1,1,1,Champions
12556.0,50,121,603.71,3,3,2,At Risk
12557.0,16,58,18716.14,4,3,4,Loyal
12558.0,8,11,269.96,4,1,1,At Risk
12559.0,311,21,561.71,2,1,2,Champions
12560.0,5,105,2134.01,4,3,3,Loyal
12561.0,303,16,238.85,2,1,1,Champions
12562.0,8,207,4966.92,4,4,4,Loyal
12563.0,409,13,249.24,1,1,1,Champions
12564.0,261,21,456.9,2,1,2,Champions
12565.0,289,9,145.92,2,1,1,Champions
12566.0,86,19,351.65,3,1,2,At Risk
12567.0,23,639,13709.86,4,4,4,Loyal
12568.0,645,5,70.0,1,1,1,Champions
12569.0,2,188,4124.69,4,4,4,Loyal
12570.0,682,1,77.52,1,1,1,Champions
12571.0,40,34,519.61,3,2,2,At Risk
12572.0,9,60,1020.42,4,3,3,Loyal
12573.0,227,119,717.41,2,3,2,Lost
12574.0,316,11,218.45,2,1,1,Champions
12575.0,457,38,622.8199999999999,1,2,2,Champions
12576.0,36,142,2142.72,3,3,3,Lost
12577.0,35,302,1653.75,3,4,3,Loyal
12578.0,21,172,4642.45,4,4,4,Loyal
12579.0,78,29,440.42,3,2,2,At Risk
12580.0,247,58,1052.9,2,3,3,Lost
12581.0,40,15,197.71,3,1,1,At Risk
12582.0,239,103,1980.4,2,3,3,Lost
12583.0,3,466,14447.44,4,4,4,Loyal
12584.0,4,96,2338.15,4,3,4,Loyal
12585.0,234,87,2040.1,2,3,3,Lost
12586.0,17,94,2062.67,4,3,3,Loyal
12587.0,8,4,144.0,4,1,1,At Risk
12588.0,39,46,958.78,3,2,3,At Risk
12589.0,29,180,4695.66,3,4,4,Loyal
12590.0,211,68,9864.26,2,3,4,Lost
12591.0,317,69,1352.15,2,3,3,Lost
12592.0,92,81,2582.66,3,3,4,Loyal
12593.0,109,21,418.09999999999997,2,1,2,Champions
12594.0,38,199,5090.110000000001,3,4,4,Loyal
12595.0,505,19,299.02,1,1,1,Champions
12596.0,51,27,618.27,3,2,2,At Risk
12597.0,19,206,3811.22,4,4,4,Loyal
12598.0,10,206,4534.09,4,4,4,Loyal
12599.0,29,133,2296.72,3,3,3,Lost
12600.0,29,132,5043.92,3,3,4,Loyal
12601.0,190,34,681.26,2,2,2,Champions
12602.0,59,12,153.12,3,1,1,At Risk
12603.0,22,3,739.1999999999999,4,1,2,At Risk
12604.0,79,16,254.18,3,1,1,At Risk
12605.0,376,76,1232.95,2,3,3,Lost
12606.0,682,1,21.0,1,1,1,Champions
12607.0,60,101,1579.51,3,3,3,Lost
12608.0,405,16,415.79,1,1,2,Champions
12609.0,78,175,3435.86,3,4,4,Loyal
12610.0,23,106,2099.54,4,3,3,Loyal
12611.0,52,65,1193.32,3,3,3,Lost
12612.0,74,19,704.0400000000001,3,1,2,At Risk
12613.0,57,327,6835.07,3,4,4,Loyal
12614.0,278,20,315.6,2,1,1,Champions
12615.0,2,270,5740.98,4,4,4,Loyal
12616.0,95,54,1131.1,3,3,3,Lost
12617.0,29,42,355.53,3,2,2,At Risk
12618.0,22,11,177.31,4,1,1,At Risk
12619.0,16,100,3781.38,4,3,4,Loyal
12620.0,15,92,1339.41,4,3,3,Loyal
12621.0,2,770,24775.81,4,4,4,Loyal
12622.0,232,11,180.1,2,1,1,Champions
12623.0,276,174,3747.84,2,4,4,Lost
12624.0,106,38,641.13,2,2,2,Champions
12625.0,212,183,5164.88,2,4,4,Lost
12626.0,23,294,6620.48,4,4,4,Loyal
12627.0,11,230,4478.53,4,4,4,Loyal
12628.0,4,41,786.46,4,2,2,At Risk
12629.0,386,45,1558.22,1,2,3,Lost
12630.0,10,64,1270.88,4,3,3,Loyal
12631.0,57,183,3481.57,3,4,4,Loyal
12632.0,521,35,804.88,1,2,2,Champions
12633.0,59,306,5678.16,3,4,4,Loyal
12634.0,536,20,490.0,1,1,2,Champions
12635.0,90,179,2930.41,3,4,4,Loyal
12636.0,739,1,141.0,1,1,1,Champions
12637.0,67,635,8340.31,3,4,4,Loyal
12638.0,33,48,921.49,3,2,3,At Risk
12639.0,239,64,1312.37,2,3,3,Lost
12640.0,24,53,1174.58,4,2,3,At Risk
12641.0,115,10,185.9,2,1,1,Champions
12642.0,25,47,1013.26,4,2,3,At Risk
12643.0,128,52,8350.42,2,2,4,Lost
12644.0,130,111,1918.49,2,3,3,Lost
12645.0,34,160,3539.3,3,4,4,Loyal
12646.0,5,45,1346.97,4,2,3,At Risk
12647.0,22,556,17924.35,4,4,4,Loyal
12648.0,155,65,1112.0,2,3,3,Lost
12649.0,107,118,2294.65,2,3,3,Lost
12650.0,3,20,314.44,4,1,1,At Risk
12651.0,335,30,377.75,2,2,2,Champions
12652.0,331,51,1017.03,2,2,3,Lost
12653.0,149,86,4160.83,2,3,4,Lost
12654.0,11,38,601.98,4,2,2,At Risk
12655.0,424,16,261.35,1,1,1,Champions
12656.0,17,247,6407.83,4,4,4,Loyal
12657.0,11,47,1643.18,4,2,3,At Risk
12658.0,19,36,686.05,4,2,2,At Risk
12659.0,30,5,91.68,3,1,1,At Risk
12660.0,11,13,245.1,4,1,1,At Risk
12661.0,436,11,162.0,1,1,1,Champions
12662.0,1,406,6988.02,4,4,4,Loyal
12663.0,625,10,239.4,1,1,1,Champions
12664.0,8,45,6070.04,4,2,4,Loyal
12665.0,325,17,313.6,2,1,1,Champions
12666.0,394,31,1248.42,1,2,3,Lost
12667.0,58,33,620.13,3,2,2,At Risk
12668.0,12,539,11444.68,4,4,4,Loyal
12669.0,151,101,2744.0299999999997,2,3,4,Lost
12670.0,10,115,3760.29,4,3,4,Loyal
12671.0,606,45,2622.481,1,2,4,Lost
12672.0,330,22,437.05,2,2,2,Champions
12673.0,5,74,1230.02,4,3,3,Loyal
12674.0,39,83,1970.6,3,3,3,Lost
12675.0,554,113,958.5,1,3,3,Lost
12676.0,25,107,2843.09,4,3,4,Loyal
12677.0,555,21,395.1,1,1,2,Champions
12678.0,42,376,34281.18,3,4,4,Loyal
12679.0,59,48,1113.02,3,2,3,At Risk
12680.0,1,53,880.81,4,2,2,At Risk
12681.0,15,1465,30868.28,4,4,4,Loyal
12682.0,4,1039,24033.91,4,4,4,Loyal
12683.0,4,541,12696.78,4,4,4,Loyal
12684.0,8,105,2283.63,4,3,3,Loyal
12685.0,28,157,2863.08,3,4,4,Loyal
12686.0,372,14,178.28,2,1,1,Champions
12687.0,481,126,2138.91,1,3,3,Lost
12688.0,114,171,4873.8099999999995,2,4,4,Lost
12689.0,26,72,1247.61,4,3,3,Loyal
12690.0,206,16,389.01,2,1,2,Champions
12691.0,28,39,1170.4,3,2,3,At Risk
12692.0,637,13,110.95,1,1,1,Champions
12693.0,127,79,1703.02,2,3,3,Lost
12694.0,70,83,1843.35,3,3,3,Lost
12695.0,7,59,1407.1200000000001,4,3,3,Loyal
12696.0,435,49,851.91,1,2,2,Champions
12697.0,29,41,957.59,3,2,3,At Risk
12698.0,590,16,339.75,1,1,1,Champions
12699.0,418,41,638.11,1,2,2,Champions
12700.0,8,268,4939.99,4,4,4,Loyal
12701.0,80,147,2446.41,3,4,4,Loyal
12702.0,20,12,219.0,4,1,1,At Risk
12703.0,71,74,1006.53,3,3,3,Lost
12704.0,7,88,2340.84,4,3,4,Loyal
12705.0,15,599,11762.1,4,4,4,Loyal
12707.0,292,33,603.42,2,2,2,Champions
12708.0,30,310,5314.1,3,4,4,Loyal
12709.0,15,500,31093.34,4,4,4,Loyal
12710.0,97,77,1149.02,2,3,3,Lost
12711.0,612,60,1339.05,1,3,3,Lost
12712.0,29,276,7193.66,3,4,4,Loyal
12713.0,1,38,848.55,4,2,2,At Risk
12714.0,9,696,14093.71,4,4,4,Loyal
12715.0,106,21,353.86,2,1,2,Champions
12716.0,4,69,1053.49,4,3,3,Loyal
12717.0,151,71,1308.91,2,3,3,Lost
12718.0,71,19,238.25,3,1,1,At Risk
12719.0,5,39,644.95,4,2,2,At Risk
12720.0,3,509,8260.67,4,4,4,Loyal
12721.0,32,239,4013.08,3,4,4,Loyal
12722.0,85,53,997.63,3,2,3,At Risk
12723.0,4,69,725.07,4,3,2,At Risk
12724.0,5,129,2317.52,4,3,4,Loyal
12725.0,371,130,2694.56,2,3,4,Lost
12726.0,28,179,4014.6,3,4,4,Loyal
12727.0,11,203,5679.53,4,4,4,Loyal
12728.0,71,61,1070.17,3,3,3,Lost
12729.0,114,26,453.01,2,2,2,Champions
12730.0,522,47,829.25,1,2,2,Champions
12731.0,24,393,25775.71,4,4,4,Loyal
12732.0,180,12,236.26000000000002,2,1,1,Champions
12733.0,234,157,2424.87,2,4,4,Lost
12734.0,353,19,639.65,2,1,2,Champions
12735.0,315,43,779.5699999999999,2,2,2,Champions
12736.0,333,4,234.0,2,1,1,Champions
12737.0,499,2,3710.5,1,1,4,Lost
12738.0,372,22,310.7,2,2,1,Champions
12739.0,78,89,2726.73,3,3,4,Loyal
12740.0,64,27,427.6,3,2,2,At Risk
12741.0,529,16,406.07,1,1,2,Champions
12742.0,626,67,1201.52,1,3,3,Lost
12743.0,134,134,546.43,2,3,2,Lost
12744.0,52,339,25317.06,3,4,4,Loyal
12745.0,487,23,925.41,1,2,3,Lost
12746.0,541,17,254.55,1,1,1,Champions
12747.0,2,257,9276.539999999999,4,4,4,Loyal
12748.0,1,7230,56599.39,4,4,4,Loyal
12749.0,4,338,6897.36,4,4,4,Loyal
12750.0,129,15,275.88,2,1,1,Champions
12751.0,445,62,268.27,1,3,1,Champions
12752.0,81,53,4366.78,3,2,4,Lost
12753.0,23,197,21429.39,4,4,4,Loyal
12754.0,236,63,3010.74,2,3,4,Lost
12755.0,281,64,9030.66,2,3,4,Lost
12756.0,87,4,112.07999999999998,3,1,1,At Risk
12757.0,16,371,7857.1,4,4,4,Loyal
12758.0,117,313,9903.24,2,4,4,Lost
12759.0,52,302,5020.74,3,4,4,Loyal
12760.0,456,21,347.8,1,1,1,Champions
12761.0,458,27,782.95,1,2,2,Champions
12762.0,8,69,1898.52,4,3,3,Loyal
12763.0,138,34,814.16,2,2,2,Champions
12764.0,317,45,1693.88,2,2,3,Lost
12765.0,472,68,1404.58,1,3,3,Lost
12766.0,4,455,10068.28,4,4,4,Loyal
12767.0,376,43,949.82,2,2,3,Lost
12768.0,451,10,168.69000000000003,1,1,1,Champions
12769.0,239,32,1143.6,2,2,3,Lost
12770.0,211,28,3246.45,2,2,4,Lost
12771.0,486,15,282.3,1,1,1,Champions
12772.0,60,55,892.47,3,3,2,At Risk
12773.0,564,6,124.25,1,1,1,Champions
12774.0,536,6,98.7,1,1,1,Champions
12775.0,17,81,1686.12,4,3,3,Loyal
12776.0,668,4,55.5,1,1,1,Champions
12777.0,458,26,519.45,1,2,2,Champions
12778.0,20,114,1775.68,4,3,3,Loyal
12779.0,38,277,6722.2699999999995,3,4,4,Loyal
12780.0,599,20,337.4,1,1,1,Champions
12781.0,64,25,826.74,3,2,2,At Risk
12782.0,5,227,4618.24,4,4,4,Loyal
12783.0,2,84,2225.91,4,3,3,Loyal
12784.0,9,131,1804.75,4,3,3,Loyal
12785.0,364,56,1100.4,2,3,3,Lost
12786.0,610,18,728.5,1,1,2,Champions
12787.0,10,44,862.18,4,2,2,At Risk
12788.0,463,26,444.9,1,2,2,Champions
12789.0,65,8,273.35,3,1,1,At Risk
12790.0,192,37,591.85,2,2,2,Champions
12791.0,374,30,1056.1100000000001,2,2,3,Lost
12792.0,257,47,827.01,2,2,2,Champions
12793.0,335,51,1017.33,2,2,3,Lost
12794.0,53,45,860.41,3,2,2,At Risk
12795.0,19,14,430.48,4,1,2,At Risk
12796.0,628,7,381.0,1,1,2,Champions
12797.0,366,43,806.11,2,2,2,Champions
12798.0,10,33,8510.93,4,2,4,Loyal
12799.0,529,15,219.35,1,1,1,Champions
12800.0,470,34,584.25,1,2,2,Champions
12801.0,501,50,1071.82,1,2,3,Lost
12802.0,187,138,2416.42,2,3,4,Lost
12803.0,393,55,1092.81,1,3,3,Lost
12804.0,466,67,327.02,1,3,1,Champions
12805.0,382,58,1434.95,1,3,3,Lost
12806.0,435,67,2878.96,1,3,4,Lost
12807.0,383,16,330.35,1,1,1,Champions
12808.0,37,54,906.1,3,3,3,Lost
12809.0,178,81,1755.94,2,3,3,Lost
12810.0,535,32,534.99,1,2,2,Champions
12811.0,261,56,1033.9,2,3,3,Lost
12812.0,45,15,229.64000000000001,3,1,1,At Risk
12813.0,502,45,1687.8,1,2,3,Lost
12814.0,102,2,125.92,2,1,1,Champions
12815.0,148,47,1063.46,2,2,3,Lost
12816.0,96,29,572.2,3,2,2,At Risk
12817.0,281,25,690.98,2,2,2,Champions
12818.0,262,14,1542.08,2,1,3,Champions
12819.0,458,19,540.52,1,1,2,Champions
12820.0,3,160,2689.52,4,4,4,Loyal
12821.0,214,13,220.8,2,1,1,Champions
12822.0,71,46,948.88,3,2,3,At Risk
12823.0,75,18,6501.5,3,1,4,At Risk
12824.0,60,25,397.12,3,2,2,At Risk
12825.0,521,24,518.63,1,2,2,Champions
12826.0,3,166,2955.75,4,4,4,Loyal
12827.0,6,25,430.15000000000003,4,2,2,At Risk
12828.0,3,56,1018.71,4,3,3,Loyal
12829.0,337,19,385.3,2,1,2,Champions
12830.0,38,38,6814.64,3,2,4,Lost
12831.0,262,22,451.11,2,2,2,Champions
12832.0,32,27,383.03,3,2,2,At Risk
12833.0,145,24,417.38,2,2,2,Champions
12834.0,283,18,312.38,2,1,1,Champions
12835.0,428,620,6043.31,1,4,4,Lost
12836.0,59,414,6585.62,3,4,4,Loyal
12837.0,173,92,688.41,2,3,2,Lost
12838.0,34,423,3398.48,3,4,4,Loyal
12839.0,3,576,10071.73,4,4,4,Loyal
12840.0,144,176,4041.97,2,4,4,Lost
12841.0,5,702,7540.68,4,4,4,Loyal
12842.0,70,48,1917.99,3,2,3,At Risk
12843.0,66,221,6588.41,3,4,4,Loyal
12844.0,29,103,648.6,3,3,2,At Risk
12845.0,267,27,354.09,2,2,2,Champions
12846.0,682,1,15.58,1,1,1,Champions
12847.0,22,126,1636.8999999999999,4,3,3,Loyal
12848.0,676,16,208.0,1,1,1,Champions
12849.0,31,148,3090.56,3,4,4,Loyal
12850.0,446,2,330.0,1,1,1,Champions
12851.0,97,80,284.13,2,3,1,Champions
12852.0,295,17,311.55,2,1,1,Champions
12853.0,135,148,3907.5,2,4,4,Lost
12854.0,79,265,2994.02,3,4,4,Loyal
12855.0,373,70,650.9399999999999,2,3,2,Lost
12856.0,8,314,2179.93,4,4,3,Loyal
12857.0,211,121,3688.0,2,3,4,Lost
12858.0,383,49,177.92,1,2,1,Champions
12859.0,459,21,575.1,1,1,2,Champions
12860.0,693,17,55.47,1,1,1,Champions
12861.0,620,4,68.25,1,1,1,Champions
12862.0,426,133,1008.3199999999999,1,3,3,Lost
12863.0,52,48,2792.5499999999997,3,2,4,Lost
12864.0,138,7,299.57,2,1,1,Champions
12865.0,26,195,3323.47,4,4,4,Loyal
12866.0,283,63,1227.35,2,3,3,Lost
12867.0,26,1063,7913.29,4,4,4,Loyal
12868.0,186,146,2247.06,2,4,3,Lost
12869.0,682,37,337.66999999999996,1,2,1,Champions
12870.0,375,93,1676.95,2,3,3,Lost
12871.0,84,18,744.02,3,1,2,At Risk
12872.0,327,436,3685.4900000000002,2,4,4,Lost
12873.0,282,35,2027.3,2,2,3,Lost
12874.0,385,48,948.42,1,2,3,Lost
12875.0,143,8,1356.99,2,1,3,Champions
12876.0,58,170,4081.79,3,4,4,Loyal
12877.0,4,277,2955.17,4,4,4,Loyal
12878.0,236,47,854.99,2,2,2,Champions
12879.0,45,10,573.22,3,1,2,At Risk
12880.0,382,36,640.13,1,2,2,Champions
12881.0,276,7,298.0,2,1,1,Champions
12882.0,9,13,1463.04,4,1,3,At Risk
12883.0,25,42,703.47,4,2,2,At Risk
12884.0,88,7,309.05,3,1,1,At Risk
12885.0,63,71,1175.22,3,3,3,Lost
12886.0,68,82,1378.4,3,3,3,Lost
12887.0,384,13,222.4,1,1,1,Champions
12888.0,214,5,354.12,2,1,2,Champions
12889.0,381,25,385.46000000000004,1,2,2,Champions
12890.0,24,139,717.27,4,3,2,At Risk
12891.0,186,11,840.5,2,1,2,Champions
12892.0,397,18,263.38,1,1,1,Champions
12893.0,31,34,188.14,3,2,1,At Risk
12894.0,575,21,157.35,1,1,1,Champions
12895.0,42,22,372.8,3,2,2,At Risk
12897.0,205,14,514.25,2,1,2,Champions
12898.0,464,32,310.96000000000004,1,2,1,Champions
12899.0,414,17,366.4,1,1,2,Champions
12900.0,422,13,340.33,1,1,1,Champions
12901.0,9,116,17654.54,4,3,4,Loyal
12902.0,265,10,138.68,2,1,1,Champions
12903.0,429,41,833.53,1,2,2,Champions
12904.0,18,72,509.58,4,3,2,At Risk
12905.0,577,54,1018.42,1,3,3,Lost
12906.0,12,63,2919.81,4,3,4,Loyal
12907.0,396,25,508.91,1,2,2,Champions
12908.0,176,5,1776.0,2,1,3,Champions
12909.0,40,158,3103.19,3,4,4,Loyal
12910.0,23,137,5796.52,4,3,4,Loyal
12911.0,552,248,1680.47,1,4,3,Lost
12912.0,3,24,1662.3,4,2,3,At Risk
12913.0,5,96,6700.860000000001,4,3,4,Loyal
12914.0,401,9,223.98,1,1,1,Champions
12915.0,149,73,1174.75,2,3,3,Lost
12916.0,139,184,4654.0199999999995,2,4,4,Lost
12917.0,128,50,4359.2,2,2,4,Lost
12918.0,626,1,10953.5,1,1,4,Lost
12919.0,8,50,1335.19,4,2,3,At Risk
12920.0,17,60,488.09000000000003,4,3,2,At Risk
