Customer ID,Recency,Frequency,Monetary,total_number_of_purchases,Interpurchase_Interval_Std,Purchases_Last_30_Days,Purchases_Last_60_Days,Purchases_Last_90_Days,labels,predictions
15122.0,114,228,4497.47,11,13.033966894618809,0,0,0,50.0,50.57
14075.0,5,81,1734.87,6,32.63644920109564,2,2,2,107.0,113.34
15447.0,331,29,492.88,5,38.999983041646026,0,0,0,74.0,85.16
16643.0,246,55,923.11,2,23.950566373879965,0,0,0,176.0,167.76
13492.0,136,50,1269.84,3,8.175165645620483,0,0,0,39.0,38.62
15094.0,463,5,83.0,2,90.5,0,0,0,181.0,195.58
17739.0,12,149,7730.59,18,17.95625391348725,1,2,4,42.0,39.73
13813.0,40,143,2765.47,8,34.55127321057042,0,1,3,99.0,94.23
15106.0,18,100,1422.52,5,12.518038931929341,1,1,2,63.0,54.38
14910.0,3,30,434.35,4,5.853296826903822,2,4,4,17.0,17.55
18048.0,203,61,401.73,3,37.43883901333836,0,0,0,145.0,180.75
12653.0,149,86,4160.83,3,29.446661650396656,0,0,0,189.0,175.09
13330.0,93,118,2806.18,6,23.156342119845977,0,0,0,112.0,94.3
12942.0,131,91,942.65,3,18.953402350875088,0,0,0,117.0,109.18
12538.0,29,34,640.45,2,60.75310192853855,1,1,1,349.0,341.95
15050.0,25,156,4193.79,5,28.611620034619612,1,1,3,114.0,151.58
17998.0,380,58,639.24,3,47.285805147222064,0,0,0,179.0,189.73
17182.0,423,6,321.3,2,131.9280106724876,0,0,0,295.0,222.72
16428.0,414,136,660.28,3,7.229568912920512,0,0,0,42.0,50.88
16650.0,72,98,1916.11,7,35.713803077249416,0,0,1,74.0,104.68
18125.0,30,196,1142.99,4,14.03538634259436,1,1,1,95.0,85.36
13384.0,31,264,6680.83,11,14.38389309527979,0,2,5,47.0,57.24
17289.0,32,279,2079.39,9,16.714675376983877,0,2,2,76.0,77.77
13277.0,16,23,523.3,7,57.53209155281561,2,2,2,87.0,98.53
18258.0,464,50,2059.67,6,7.426510703182874,0,0,0,22.0,26.34
12981.0,30,20,372.21999999999997,2,23.629820588667858,1,1,1,103.0,99.23
13782.0,13,244,1793.72,13,15.106125052911683,1,2,3,60.0,54.12
15887.0,407,37,1027.15,3,17.908940748412753,0,0,0,74.0,75.68
14014.0,77,76,1948.21,3,41.18141800848035,0,0,1,250.0,221.97
17449.0,2,598,4951.15,13,10.41994308415316,1,3,3,61.0,58.47
17584.0,7,124,5309.42,6,34.27668658873839,1,1,1,135.0,126.85
17342.0,380,35,1227.54,4,33.46299203608563,0,0,0,97.0,91.18
16456.0,99,415,6862.91,13,9.405174708421205,0,0,0,43.0,48.76
14947.0,72,54,1049.79,6,41.45350797770286,0,0,1,110.0,122.46
17723.0,127,12,3378.4000000000005,7,46.975041729141076,0,0,0,41.0,94.13
13406.0,427,9,568.92,2,72.12489168102785,0,0,0,204.0,234.36
16778.0,74,16,245.94,2,51.381579059685066,0,0,1,199.0,174.61
17396.0,39,50,8807.1,14,34.08239565930704,0,1,2,31.0,45.66
17880.0,365,45,824.9200000000001,3,43.17749394171319,0,0,0,182.0,170.44
16618.0,31,96,2647.59,5,19.95439930220296,0,1,1,73.0,85.59
16232.0,44,105,2712.97,7,24.60290873044296,0,1,1,84.0,84.93
18145.0,13,405,5617.79,11,12.635632479875081,1,1,2,72.0,62.52
15424.0,254,33,597.78,3,36.76955262170047,0,0,0,104.0,128.55
12540.0,20,771,22254.49,33,5.284726417250602,1,3,6,22.0,21.4
14944.0,30,303,9784.67,19,12.046593974782198,3,3,5,35.0,37.63
16105.0,249,110,2386.19,5,20.159502438455394,0,0,0,89.0,90.89
16012.0,35,241,2989.79,5,18.88218214746194,0,1,1,124.0,127.81
15393.0,16,44,891.34,5,61.03439293307298,1,1,1,177.0,153.28
14628.0,91,86,1998.0,5,34.432249881946035,0,0,0,148.0,131.58
14758.0,145,136,2864.97,7,18.330115803894696,0,0,0,78.0,74.67
13360.0,432,66,1553.65,4,27.277579550866424,0,0,0,90.0,98.25
15715.0,556,38,658.02,5,7.4939414969133,0,0,0,16.0,23.2
12388.0,16,146,3901.11,8,19.761601180725556,1,1,2,81.0,73.95
14615.0,394,48,951.76,5,12.217615162502844,0,0,0,38.0,37.22
17228.0,16,358,3177.24,13,11.294711156561569,2,2,4,52.0,51.53
15953.0,15,186,3669.5499999999997,18,16.92090711316373,2,3,4,42.0,38.94
16050.0,174,21,300.7,3,46.688328305905316,0,0,0,114.0,146.48
15133.0,128,49,1806.9,5,29.47627216198439,0,0,0,98.0,97.54
18049.0,437,95,556.52,2,15.780745067759538,0,0,0,153.0,140.74
18022.0,36,496,1651.79,5,16.78349021199315,0,1,1,128.0,142.67
16120.0,59,95,3056.91,6,37.33744911456832,0,4,4,72.0,112.17
15370.0,41,144,3739.01,8,12.987872120560532,0,2,3,53.0,51.71
17655.0,11,120,3652.48,9,14.512919753323763,1,2,2,51.0,51.81
13579.0,15,90,1539.04,5,43.396551997017305,1,1,1,161.0,169.59
17105.0,159,90,665.78,2,15.58196883609349,0,0,0,147.0,136.24
14594.0,7,84,634.83,2,40.06395489623698,1,1,1,365.0,374.32
15855.0,137,95,1052.72,6,22.743695403831875,0,0,0,68.0,82.48
17339.0,94,14,362.36,3,81.87983690938626,0,0,0,208.0,207.34
14695.0,519,86,1620.07,3,23.10309375768688,0,0,0,106.0,133.21
17742.0,113,85,2098.48,11,28.246294036437526,0,0,0,62.0,58.42
14363.0,402,8,227.47000000000003,2,18.520259177452136,0,0,0,49.0,52.64
12679.0,59,48,1113.02,4,20.536783632330238,0,1,2,75.0,73.45
15533.0,19,83,807.57,3,6.9805187684313825,1,1,3,34.0,33.11
16807.0,143,142,2123.88,6,20.59118155551247,0,0,0,96.0,82.64
12598.0,10,206,4534.09,11,19.843411390427708,3,3,4,64.0,66.19
14655.0,8,103,3878.51,7,26.84302969226089,2,2,3,98.0,87.53
12939.0,64,86,25264.8,20,20.356844560200855,0,0,4,33.0,33.23
18150.0,32,37,566.58,3,20.418226373854516,0,1,1,84.0,78.91
16228.0,385,55,890.8100000000001,3,1.9051586888313607,0,0,0,7.0,11.38
15757.0,66,193,2940.36,6,17.58122511202762,0,0,1,96.0,91.19
17611.0,7,1124,8371.98,28,4.979567714347466,2,5,6,27.0,23.84
13148.0,29,793,8621.81,26,6.854628649927857,2,2,2,28.0,31.89
13902.0,632,63,34095.26,5,6.527815438956334,0,0,0,23.0,26.08
15538.0,538,14,3358.3999999999996,6,19.33742220245236,0,0,0,25.0,36.43
14808.0,40,235,2741.17,8,5.146680157424111,0,1,2,19.0,28.29
14618.0,9,51,1342.32,7,49.58902528353859,2,2,2,90.0,105.43
13992.0,30,11,219.5,3,110.52847797940785,1,1,1,216.0,252.08
13209.0,30,366,8509.51,13,12.753416451709207,3,3,3,54.0,53.73
15653.0,93,6,877.4399999999999,2,10.285912696499032,0,0,0,23.0,33.64
12409.0,79,264,23419.29,7,17.251982160225474,0,0,2,81.0,102.05
13008.0,323,35,612.13,3,56.78738059961401,0,0,0,200.0,188.34
13936.0,180,59,939.66,3,26.763743070312415,0,0,0,117.0,128.56
14737.0,4,45,3554.17,4,38.71361757891545,1,1,1,132.0,138.3
12407.0,50,77,1708.1200000000001,5,13.572831480054738,0,1,1,54.0,51.68
14961.0,11,670,16410.15,22,8.092174554921973,1,1,2,34.0,35.5
15443.0,2,646,5175.93,14,10.884259276809555,3,4,5,49.0,48.03
13607.0,40,122,1078.31,2,32.90909090909091,0,1,1,362.0,350.3
13654.0,43,329,6308.0,11,14.513989414177292,0,2,2,69.0,59.96
14629.0,4,152,959.01,2,3.4992903727159868,1,2,2,43.0,33.36
13979.0,73,406,3416.23,7,19.02229309950502,0,0,1,110.0,113.6
13890.0,1,173,2927.38,14,26.255114194225644,5,8,8,56.0,51.81
14085.0,2,1068,10104.97,33,5.493090931222111,4,6,6,23.0,21.54
17689.0,388,22,317.08,2,18.54852067005935,0,0,0,85.0,89.29
12711.0,612,60,1339.05,2,8.462279213753552,0,0,0,65.0,58.68
14048.0,305,141,748.69,3,6.507687761409579,0,0,0,38.0,38.65
15142.0,46,142,2619.92,6,30.896788670539472,0,1,1,91.0,118.38
14344.0,127,243,3333.7000000000003,20,9.638033384869683,0,0,0,26.0,31.21
17512.0,29,197,5467.820000000001,18,16.297974306940137,1,2,2,41.0,38.73
14359.0,19,55,912.18,3,6.703801189202035,1,2,3,34.0,30.11
12826.0,3,166,2955.75,12,22.347358559565837,2,2,3,65.0,61.41
17552.0,60,156,3085.29,12,25.814709874708544,0,1,2,52.0,61.99
17422.0,16,205,3594.76,11,11.86768630233284,1,1,1,52.0,47.88
14679.0,382,63,1289.44,3,31.704699900321305,0,0,0,174.0,164.21
14334.0,17,258,4318.48,12,10.787228541701287,1,1,1,50.0,49.56
17194.0,274,61,812.5,3,24.311973056465515,0,0,0,128.0,120.22
14903.0,21,355,2810.63,5,7.37288310358972,1,1,1,64.0,42.06
14304.0,223,88,1725.01,3,26.273381282589334,0,0,0,174.0,161.15
16671.0,28,6,1692.27,3,56.542019772908716,1,2,2,68.0,118.75
14842.0,44,145,2824.69,4,13.167203302628195,0,1,1,88.0,76.96
14437.0,366,48,958.84,5,15.938277107353425,0,0,0,54.0,52.72
16737.0,53,2,835.1999999999999,2,,0,1,1,524.0,250.86
16170.0,51,440,6869.0,20,9.334892111436199,0,1,1,32.0,33.75
12804.0,466,67,327.02,2,4.185110693297313,0,0,0,34.0,32.74
15597.0,35,37,563.37,2,90.00000000000001,0,1,1,540.0,581.83
17301.0,21,121,330.43,2,55.04611702926919,1,1,1,603.0,536.1
16526.0,172,35,717.21,2,70.65741707871364,0,0,0,412.0,395.68
15211.0,60,75,1277.48,2,35.33928217812106,0,1,1,304.0,280.07
13016.0,73,47,789.89,3,7.22465585158996,0,0,2,24.0,35.82
15405.0,189,30,659.84,2,71.67840053634201,0,0,0,386.0,377.77
16660.0,16,24,1879.55,7,66.38779948867575,2,2,2,113.0,103.8
13459.0,625,73,1160.4099999999999,2,6.717514421272203,0,0,0,57.0,44.22
17623.0,33,196,2383.67,7,29.699739797053585,0,1,1,115.0,110.49
15829.0,99,51,636.14,2,5.798275605729689,0,0,0,41.0,39.24
14480.0,11,65,1299.52,4,59.72395992304,1,1,1,236.0,214.94
17193.0,36,44,2310.04,9,62.599378355880134,0,4,5,88.0,75.12
16960.0,39,470,2043.43,8,13.595353398410206,0,1,2,87.0,89.63
14675.0,16,240,1066.9,2,24.062679657537206,1,1,1,372.0,350.45
16863.0,31,56,998.52,3,45.42083800693824,0,1,1,189.0,206.9
17423.0,46,43,1118.95,3,37.291082778862524,0,1,1,174.0,167.05
14037.0,176,114,836.95,6,26.167852016172983,0,0,0,111.0,97.77
14986.0,376,100,566.9,2,30.854660928457815,0,0,0,307.0,290.52
13174.0,16,1132,9494.84,12,10.1573135946291,1,1,1,65.0,64.39
13870.0,2,241,5712.08,15,14.745254301206622,1,3,3,48.0,46.1
